domain,url,platform,quality_score,has_products,product_count,ecom_signals,detected_payments,monthly_visits,source,tranco_rank,majestic_rank
gypsyrosalie.com,https://gypsyrosalie.com,shopify,72,True,0,5,,14475,storeleads,,
www.bigandtallmart.com,https://www.bigandtallmart.com,shopify,72,True,0,5,,14475,storeleads,,
blacktopmojo.com,https://blacktopmojo.com,shopify,72,True,0,5,,14475,storeleads,,
www.outbacksurvivalgear.com,https://www.outbacksurvivalgear.com,shopify,72,True,0,5,,14475,storeleads,,
www.buydeutsch.com,https://www.buydeutsch.com,shopify,72,True,0,5,,14475,storeleads,,
mypuregrace.com,https://mypuregrace.com,shopify,72,True,0,5,,14475,storeleads,,
morelmasters.com,https://morelmasters.com,shopify,72,True,0,5,,14475,storeleads,,
francescamusic.com,https://francescamusic.com,shopify,72,True,0,5,,14475,storeleads,,
cafeplanta.com,https://cafeplanta.com,shopify,72,True,0,5,,14475,storeleads,,
fishbonesrawbar.com,https://fishbonesrawbar.com,shopify,72,True,0,5,,14475,storeleads,,
www.n101nutrition.com,https://www.n101nutrition.com,shopify,72,True,0,5,,14469,storeleads,,
beystation.com,https://beystation.com,shopify,72,True,0,5,,14469,storeleads,,
mzoffroad.com,https://mzoffroad.com,shopify,72,True,0,5,,14469,storeleads,,
www.undergroundcosmetics.co,https://www.undergroundcosmetics.co,shopify,72,True,0,5,,14469,storeleads,,
motherlandgroceries.com,https://motherlandgroceries.com,shopify,72,True,0,5,,14469,storeleads,,
www.shopdeca.org,https://www.shopdeca.org,shopify,72,True,0,5,,14469,storeleads,,
oxplastics.com,https://oxplastics.com,shopify,72,True,0,5,,14469,storeleads,,
farahomidi.com,https://farahomidi.com,shopify,72,True,0,5,,14469,storeleads,,
www.luckyleodancewear.com,https://www.luckyleodancewear.com,shopify,72,True,0,5,,14469,storeleads,,
aspirenutrition.com,https://aspirenutrition.com,shopify,72,True,0,5,,14469,storeleads,,
ipgparts.com,https://ipgparts.com,shopify,72,True,0,5,,14469,storeleads,,
plantlife.net,https://plantlife.net,shopify,72,True,0,5,,14469,storeleads,,
cassidausa.com,https://cassidausa.com,shopify,72,True,0,5,,14464,storeleads,,
shirtsthatgohard.com,https://shirtsthatgohard.com,shopify,72,True,0,5,,14464,storeleads,,
priveporter.com,https://priveporter.com,shopify,72,True,0,5,,14464,storeleads,,
aypapi.co,https://aypapi.co,shopify,72,True,0,5,,14464,storeleads,,
foleysecurity.com,https://foleysecurity.com,shopify,72,True,0,5,,14464,storeleads,,
kioskbrazil.com,https://kioskbrazil.com,shopify,72,True,0,5,,14464,storeleads,,
www.santorofabworx.com,https://www.santorofabworx.com,shopify,72,True,0,5,,14459,storeleads,,
teamelitegenetics.com,https://teamelitegenetics.com,shopify,72,True,0,5,,14459,storeleads,,
store.jasonbonham.net,https://store.jasonbonham.net,shopify,72,True,0,5,,14459,storeleads,,
www.hossboots.com,https://www.hossboots.com,shopify,72,True,0,5,,14459,storeleads,,
thecarycollection.com,https://thecarycollection.com,shopify,72,True,0,5,,14459,storeleads,,
handbagexpress.com,https://handbagexpress.com,shopify,72,True,0,5,,14459,storeleads,,
malezia.com,https://malezia.com,shopify,72,True,0,5,,14459,storeleads,,
www.glangler.com,https://www.glangler.com,shopify,72,True,0,5,,14459,storeleads,,
www.alysgrace.com,https://www.alysgrace.com,shopify,72,True,0,5,,14459,storeleads,,
weemsgallery.com,https://weemsgallery.com,shopify,72,True,0,5,,14453,storeleads,,
voxelpla.com,https://voxelpla.com,shopify,72,True,0,5,,14453,storeleads,,
askyourpendulum.com,https://askyourpendulum.com,shopify,72,True,0,5,,14453,storeleads,,
willowace.com,https://willowace.com,shopify,72,True,0,5,,14453,storeleads,,
silberturbos.com,https://silberturbos.com,shopify,72,True,0,5,,14453,storeleads,,
shop.georgedickel.com,https://shop.georgedickel.com,shopify,72,True,0,5,,14453,storeleads,,
www.yoeleobike.com,https://www.yoeleobike.com,shopify,72,True,0,5,,14448,storeleads,,
junipercustom.com,https://junipercustom.com,shopify,72,True,0,5,,14448,storeleads,,
californiabalsamic.com,https://californiabalsamic.com,shopify,72,True,0,5,,14448,storeleads,,
filtersmart.com,https://filtersmart.com,shopify,72,True,0,5,,14448,storeleads,,
hackberrycreek.net,https://hackberrycreek.net,shopify,72,True,0,5,,14443,storeleads,,
rgtheshop.com,https://rgtheshop.com,shopify,72,True,0,5,,14443,storeleads,,
www.hypothermias.com,https://www.hypothermias.com,shopify,72,True,0,5,,14443,storeleads,,
www.muurswagg.com,https://www.muurswagg.com,shopify,72,True,0,5,,14443,storeleads,,
sparrowmeats.com,https://sparrowmeats.com,shopify,72,True,0,5,,14443,storeleads,,
imperialmotion.com,https://imperialmotion.com,shopify,72,True,0,5,,14443,storeleads,,
annabalkan.com,https://annabalkan.com,shopify,72,True,0,5,,14443,storeleads,,
www.audiogeeks.com,https://www.audiogeeks.com,shopify,72,True,0,5,,14443,storeleads,,
earringsbyemma.com,https://earringsbyemma.com,shopify,72,True,0,5,,14443,storeleads,,
legendcookware.com,https://legendcookware.com,shopify,72,True,0,5,,14443,storeleads,,
nclexhighyield.com,https://nclexhighyield.com,shopify,72,True,0,5,,14443,storeleads,,
us.alyssaashley.com,https://us.alyssaashley.com,shopify,72,True,0,5,,14443,storeleads,,
pedispa.com,https://pedispa.com,shopify,72,True,0,5,,14443,storeleads,,
aresnutritionnj.com,https://aresnutritionnj.com,shopify,72,True,0,5,,14443,storeleads,,
epbeautysupply.com,https://epbeautysupply.com,shopify,72,True,0,5,,14443,storeleads,,
versa-tote.com,https://versa-tote.com,shopify,72,True,0,5,,14443,storeleads,,
store.bluebirdcafe.com,https://store.bluebirdcafe.com,shopify,72,True,0,5,,14437,storeleads,,
nativefeather.jp,https://nativefeather.jp,shopify,72,True,0,5,,14437,storeleads,,
outlawapparel.net,https://outlawapparel.net,shopify,72,True,0,5,,14437,storeleads,,
www.geezyworld.com,https://www.geezyworld.com,shopify,72,True,0,5,,14437,storeleads,,
shop.kinsahealth.com,https://shop.kinsahealth.com,shopify,72,True,0,5,,14437,storeleads,,
www.dressself.com,https://www.dressself.com,shopify,72,True,0,5,,14437,storeleads,,
greenartistdesigns.com,https://greenartistdesigns.com,shopify,72,True,0,5,,14437,storeleads,,
1775coffee.com,https://1775coffee.com,shopify,72,True,0,5,,14437,storeleads,,
richiele.com,https://richiele.com,shopify,72,True,0,5,,14437,storeleads,,
confectionperfectioncakes.com,https://confectionperfectioncakes.com,shopify,72,True,0,5,,14437,storeleads,,
trooperclothing.com,https://trooperclothing.com,shopify,72,True,0,5,,14437,storeleads,,
www.theathleticcommunity.com,https://www.theathleticcommunity.com,shopify,72,True,0,5,,14432,storeleads,,
houseofpurevin.com,https://houseofpurevin.com,shopify,72,True,0,5,,14432,storeleads,,
kellerhaus.com,https://kellerhaus.com,shopify,72,True,0,5,,14432,storeleads,,
thelavishloft.com,https://thelavishloft.com,shopify,72,True,0,5,,14432,storeleads,,
shopwilddove.com,https://shopwilddove.com,shopify,72,True,0,5,,14432,storeleads,,
www.adeirlina.com,https://www.adeirlina.com,shopify,72,True,0,5,,14432,storeleads,,
shop.keto-mojo.com,https://shop.keto-mojo.com,shopify,72,True,0,5,,14432,storeleads,,
us.playfulpromises.com,https://us.playfulpromises.com,shopify,72,True,0,5,,14432,storeleads,,
thomasliquor.com,https://thomasliquor.com,shopify,72,True,0,5,,14432,storeleads,,
accosplay.com,https://accosplay.com,shopify,72,True,0,5,,14432,storeleads,,
www.paramountpethealth.com,https://www.paramountpethealth.com,shopify,72,True,0,5,,14427,storeleads,,
realfunwow.com,https://realfunwow.com,shopify,72,True,0,5,,14427,storeleads,,
humiditynola.com,https://humiditynola.com,shopify,72,True,0,5,,14427,storeleads,,
www.sustainablesupply.com,https://www.sustainablesupply.com,shopify,72,True,0,5,,14427,storeleads,,
eatpilinuts.com,https://eatpilinuts.com,shopify,72,True,0,5,,14427,storeleads,,
www.pinkpewter.com,https://www.pinkpewter.com,shopify,72,True,0,5,,14427,storeleads,,
www.generalbeadsanfrancisco.com,https://www.generalbeadsanfrancisco.com,shopify,72,True,0,5,,14427,storeleads,,
nbcfshop.com,https://nbcfshop.com,shopify,72,True,0,5,,14427,storeleads,,
perfectblendcafe.com,https://perfectblendcafe.com,shopify,72,True,0,5,,14427,storeleads,,
boxdog.com,https://boxdog.com,shopify,72,True,0,5,,14427,storeleads,,
askovfinlayson.com,https://askovfinlayson.com,shopify,72,True,0,5,,14427,storeleads,,
www.rivendelldistribution.com,https://www.rivendelldistribution.com,shopify,72,True,0,5,,14427,storeleads,,
cheeks.co,https://cheeks.co,shopify,72,True,0,5,,14427,storeleads,,
www.moragirls.com,https://www.moragirls.com,shopify,72,True,0,5,,14422,storeleads,,
astroflav.com,https://astroflav.com,shopify,72,True,0,5,,14422,storeleads,,
www.sanwa-america.com,https://www.sanwa-america.com,shopify,72,True,0,5,,14422,storeleads,,
www.momniboutique.com,https://www.momniboutique.com,shopify,72,True,0,5,,14422,storeleads,,
www.luckyspeedshop.com,https://www.luckyspeedshop.com,shopify,72,True,0,5,,14422,storeleads,,
flags-unlimited.com,https://flags-unlimited.com,shopify,72,True,0,5,,14422,storeleads,,
xtremecouture.com,https://xtremecouture.com,shopify,72,True,0,5,,14422,storeleads,,
www.omegainflatables.com,https://www.omegainflatables.com,shopify,72,True,0,5,,14416,storeleads,,
www.pickandstick.com,https://www.pickandstick.com,shopify,72,True,0,5,,14416,storeleads,,
www.theluxelens.com,https://www.theluxelens.com,shopify,72,True,0,5,,14416,storeleads,,
www.divinoninoband.com,https://www.divinoninoband.com,shopify,72,True,0,5,,14416,storeleads,,
stackdsupplements.com,https://stackdsupplements.com,shopify,72,True,0,5,,14416,storeleads,,
reunioncon.com,https://reunioncon.com,shopify,72,True,0,5,,14416,storeleads,,
grognardgames.com,https://grognardgames.com,shopify,72,True,0,5,,14416,storeleads,,
www.sportsheets.com,https://www.sportsheets.com,shopify,72,True,0,5,,14416,storeleads,,
coloradon5x.com,https://coloradon5x.com,shopify,72,True,0,5,,14411,storeleads,,
sundanceclothing.com,https://sundanceclothing.com,shopify,72,True,0,5,,14411,storeleads,,
motormedic.com,https://motormedic.com,shopify,72,True,0,5,,14411,storeleads,,
cutethingscommin.com,https://cutethingscommin.com,shopify,72,True,0,5,,14411,storeleads,,
derekhess.com,https://derekhess.com,shopify,72,True,0,5,,14411,storeleads,,
omoberry.com,https://omoberry.com,shopify,72,True,0,5,,14411,storeleads,,
www.tangkula.com,https://www.tangkula.com,shopify,72,True,0,5,,14406,storeleads,,
www.namebranddirect.com,https://www.namebranddirect.com,shopify,72,True,0,5,,14406,storeleads,,
beyburst.com,https://beyburst.com,shopify,72,True,0,5,,14406,storeleads,,
dinnerserviceny.com,https://dinnerserviceny.com,shopify,72,True,0,5,,14406,storeleads,,
norchillcoolers.com,https://norchillcoolers.com,shopify,72,True,0,5,,14406,storeleads,,
www.chefsarsenal.com,https://www.chefsarsenal.com,shopify,72,True,0,5,,14400,storeleads,,
infiniwell.com,https://infiniwell.com,shopify,72,True,0,5,,14400,storeleads,,
churchgear.com,https://churchgear.com,shopify,72,True,0,5,,14400,storeleads,,
silvergrizzlyespresso.com,https://silvergrizzlyespresso.com,shopify,72,True,0,5,,14400,storeleads,,
goldenleaf.co,https://goldenleaf.co,shopify,72,True,0,5,,14400,storeleads,,
runningskirts.com,https://runningskirts.com,shopify,72,True,0,5,,14400,storeleads,,
shop.latortillafactory.com,https://shop.latortillafactory.com,shopify,72,True,0,5,,14400,storeleads,,
store.aod.org,https://store.aod.org,shopify,72,True,0,5,,14400,storeleads,,
bottomshelf.shop,https://bottomshelf.shop,shopify,72,True,0,5,,14400,storeleads,,
niunewyork.com,https://niunewyork.com,shopify,72,True,0,5,,14400,storeleads,,
store.foxtrot.com,https://store.foxtrot.com,shopify,72,True,0,5,,14400,storeleads,,
cam2.com.hk,https://cam2.com.hk,shopify,72,True,0,5,,14400,storeleads,,
suparee.jp,https://suparee.jp,shopify,72,True,0,5,,14400,storeleads,,
gardenshop.berkeley.edu,https://gardenshop.berkeley.edu,shopify,72,True,0,5,,14395,storeleads,,
shopsouthernrootstx.com,https://shopsouthernrootstx.com,shopify,72,True,0,5,,14395,storeleads,,
kelloggstore.com,https://kelloggstore.com,shopify,72,True,0,5,,14395,storeleads,,
thechickenpound.com,https://thechickenpound.com,shopify,72,True,0,5,,14395,storeleads,,
tupelogoods.com,https://tupelogoods.com,shopify,72,True,0,5,,14395,storeleads,,
tulsaclocks.com,https://tulsaclocks.com,shopify,72,True,0,5,,14395,storeleads,,
batesfishingco.com,https://batesfishingco.com,shopify,72,True,0,5,,14390,storeleads,,
breadsrsly.com,https://breadsrsly.com,shopify,72,True,0,5,,14390,storeleads,,
www.boredparacord.com,https://www.boredparacord.com,shopify,72,True,0,5,,14390,storeleads,,
www.naturesustained.com,https://www.naturesustained.com,shopify,72,True,0,5,,14390,storeleads,,
a1truckparts.net,https://a1truckparts.net,shopify,72,True,0,5,,14390,storeleads,,
pologearusa.com,https://pologearusa.com,shopify,72,True,0,5,,14390,storeleads,,
shadesofcharleston.com,https://shadesofcharleston.com,shopify,72,True,0,5,,14390,storeleads,,
www.hilighttactical.com,https://www.hilighttactical.com,shopify,72,True,0,5,,14390,storeleads,,
www.tdancelashes.com,https://www.tdancelashes.com,shopify,72,True,0,5,,14390,storeleads,,
searchforfabric.com,https://searchforfabric.com,shopify,72,True,0,5,,14390,storeleads,,
www.sarnabaseball.com,https://www.sarnabaseball.com,shopify,72,True,0,5,,14390,storeleads,,
showermewithlove.com,https://showermewithlove.com,shopify,72,True,0,5,,14390,storeleads,,
shop.cellairis.com,https://shop.cellairis.com,shopify,72,True,0,5,,14384,storeleads,,
shop.denverbeerco.com,https://shop.denverbeerco.com,shopify,72,True,0,5,,14384,storeleads,,
nanobag.com,https://nanobag.com,shopify,72,True,0,5,,14384,storeleads,,
geomatters.com,https://geomatters.com,shopify,72,True,0,5,,14384,storeleads,,
www.spirallightcandles.com,https://www.spirallightcandles.com,shopify,72,True,0,5,,14384,storeleads,,
tgroast.com,https://tgroast.com,shopify,72,True,0,5,,14384,storeleads,,
www.stainedglassexpress.com,https://www.stainedglassexpress.com,shopify,72,True,0,5,,14384,storeleads,,
philadelphiaprintworks.com,https://philadelphiaprintworks.com,shopify,72,True,0,5,,14384,storeleads,,
www.southerngracefarms.com,https://www.southerngracefarms.com,shopify,72,True,0,5,,14384,storeleads,,
deargolden.com,https://deargolden.com,shopify,72,True,0,5,,14384,storeleads,,
inscriptagraphs.com,https://inscriptagraphs.com,shopify,72,True,0,5,,14384,storeleads,,
flarespace.com,https://flarespace.com,shopify,72,True,0,5,,14384,storeleads,,
prolitesports.com,https://prolitesports.com,shopify,72,True,0,5,,14384,storeleads,,
parisicoffee.com,https://parisicoffee.com,shopify,72,True,0,5,,14384,storeleads,,
chophousebarbercompany.com,https://chophousebarbercompany.com,shopify,72,True,0,5,,14379,storeleads,,
www.allpersonalization.com,https://www.allpersonalization.com,shopify,72,True,0,5,,14379,storeleads,,
alodiahaircare.com,https://alodiahaircare.com,shopify,72,True,0,5,,14379,storeleads,,
dailymia.com,https://dailymia.com,shopify,72,True,0,5,,14379,storeleads,,
suasuperette.com,https://suasuperette.com,shopify,72,True,0,5,,14379,storeleads,,
largemodernart.com,https://largemodernart.com,shopify,72,True,0,5,,14379,storeleads,,
nutwizard.com,https://nutwizard.com,shopify,72,True,0,5,,14379,storeleads,,
notoxlife.com,https://notoxlife.com,shopify,72,True,0,5,,14379,storeleads,,
orders.spectacles.com,https://orders.spectacles.com,shopify,72,True,0,5,,14379,storeleads,,
store.decent.com,https://store.decent.com,shopify,72,True,0,5,,14379,storeleads,,
us-dev.orders.spectacles.com,https://us-dev.orders.spectacles.com,shopify,72,True,0,5,,14379,storeleads,,
luxvapes.com,https://luxvapes.com,shopify,72,True,0,5,,14379,storeleads,,
lulujr.com,https://lulujr.com,shopify,72,True,0,5,,14374,storeleads,,
www.animezakka.com,https://www.animezakka.com,shopify,72,True,0,5,,14374,storeleads,,
shop.josephsbakery.com,https://shop.josephsbakery.com,shopify,72,True,0,5,,14374,storeleads,,
www.internationalsilk.com,https://www.internationalsilk.com,shopify,72,True,0,5,,14374,storeleads,,
www.theturntablestore.com,https://www.theturntablestore.com,shopify,72,True,0,5,,14374,storeleads,,
meowskateboards.com,https://meowskateboards.com,shopify,72,True,0,5,,14374,storeleads,,
luxledlights.com,https://luxledlights.com,shopify,72,True,0,5,,14374,storeleads,,
monogramshophouston.com,https://monogramshophouston.com,shopify,72,True,0,5,,14374,storeleads,,
beartooth.com,https://beartooth.com,shopify,72,True,0,5,,14374,storeleads,,
www.thesnobshops.com,https://www.thesnobshops.com,shopify,72,True,0,5,,14374,storeleads,,
soberish.com,https://soberish.com,shopify,72,True,0,5,,14369,storeleads,,
www.suitecaroline.com,https://www.suitecaroline.com,shopify,72,True,0,5,,14369,storeleads,,
www.chuckanutbrewery.com,https://www.chuckanutbrewery.com,shopify,72,True,0,5,,14369,storeleads,,
www.legacyglassworks.com,https://www.legacyglassworks.com,shopify,72,True,0,5,,14369,storeleads,,
ftsny.com,https://ftsny.com,shopify,72,True,0,5,,14369,storeleads,,
adventuresportsusa.com,https://adventuresportsusa.com,shopify,72,True,0,5,,14369,storeleads,,
rawk9.com,https://rawk9.com,shopify,72,True,0,5,,14369,storeleads,,
www.revomadic.com,https://www.revomadic.com,shopify,72,True,0,5,,14369,storeleads,,
themestizo.com,https://themestizo.com,shopify,72,True,0,5,,14369,storeleads,,
shanandtoad.com,https://shanandtoad.com,shopify,72,True,0,5,,14369,storeleads,,
combatfootwear.com,https://combatfootwear.com,shopify,72,True,0,5,,14369,storeleads,,
shop.advocatesforyouth.org,https://shop.advocatesforyouth.org,shopify,72,True,0,5,,14369,storeleads,,
www.seadragonstudio.com,https://www.seadragonstudio.com,shopify,72,True,0,5,,14363,storeleads,,
shop.wanderlustcreamery.com,https://shop.wanderlustcreamery.com,shopify,72,True,0,5,,14363,storeleads,,
www.laytners.com,https://www.laytners.com,shopify,72,True,0,5,,14363,storeleads,,
eu.islesurfandsup.com,https://eu.islesurfandsup.com,shopify,72,True,0,5,,14363,storeleads,,
ca.mountainbuggy.com,https://ca.mountainbuggy.com,shopify,72,True,0,5,,14363,storeleads,,
mobilitydepartment.com,https://mobilitydepartment.com,shopify,72,True,0,5,,14363,storeleads,,
shop.dakotastorage.com,https://shop.dakotastorage.com,shopify,72,True,0,5,,14363,storeleads,,
www.discountdansgolf.com,https://www.discountdansgolf.com,shopify,72,True,0,5,,14363,storeleads,,
yaelivogel.com,https://yaelivogel.com,shopify,72,True,0,5,,14363,storeleads,,
rodnerfigueroa.com,https://rodnerfigueroa.com,shopify,72,True,0,5,,14363,storeleads,,
uberliss.com,https://uberliss.com,shopify,72,True,0,5,,14363,storeleads,,
www.bigbarnhomecenter.com,https://www.bigbarnhomecenter.com,shopify,72,True,0,5,,14363,storeleads,,
gtrsimulator.com,https://gtrsimulator.com,shopify,72,True,0,5,,14363,storeleads,,
www.upperparkdiscgolf.com,https://www.upperparkdiscgolf.com,shopify,72,True,0,5,,14363,storeleads,,
www.poppingboba.com,https://www.poppingboba.com,shopify,72,True,0,5,,14363,storeleads,,
www.flashsewandquilt.com,https://www.flashsewandquilt.com,shopify,72,True,0,5,,14358,storeleads,,
bluu.com,https://bluu.com,shopify,72,True,0,5,,14358,storeleads,,
bigjsgarage.com,https://bigjsgarage.com,shopify,72,True,0,5,,14358,storeleads,,
royalchange.fit,https://royalchange.fit,shopify,72,True,0,5,,14358,storeleads,,
parkhurstranch.com,https://parkhurstranch.com,shopify,72,True,0,5,,14358,storeleads,,
dymelyfe.com,https://dymelyfe.com,shopify,72,True,0,5,,14358,storeleads,,
rainlampguy.com,https://rainlampguy.com,shopify,72,True,0,5,,14358,storeleads,,
darkhorsemoco.com,https://darkhorsemoco.com,shopify,72,True,0,5,,14353,storeleads,,
www.buenospa.com,https://www.buenospa.com,shopify,72,True,0,5,,14353,storeleads,,
ketoneaid.com,https://ketoneaid.com,shopify,72,True,0,5,,14353,storeleads,,
burdeenschicago.com,https://burdeenschicago.com,shopify,72,True,0,5,,14353,storeleads,,
vineyarddecorators.com,https://vineyarddecorators.com,shopify,72,True,0,5,,14353,storeleads,,
www.champkoi.com,https://www.champkoi.com,shopify,72,True,0,5,,14353,storeleads,,
newlifescientific.com,https://newlifescientific.com,shopify,72,True,0,5,,14353,storeleads,,
frilliance.com,https://frilliance.com,shopify,72,True,0,5,,14353,storeleads,,
www.cycrown.com,https://www.cycrown.com,shopify,72,True,0,5,,14347,storeleads,,
epik.us.com,https://epik.us.com,shopify,72,True,0,5,,14347,storeleads,,
girldefined.com,https://girldefined.com,shopify,72,True,0,5,,14347,storeleads,,
tiptopprops.com,https://tiptopprops.com,shopify,72,True,0,5,,14347,storeleads,,
ebuilderdirect.com,https://ebuilderdirect.com,shopify,72,True,0,5,,14347,storeleads,,
range-industries.com,https://range-industries.com,shopify,72,True,0,5,,14342,storeleads,,
bringitoncleaner.com,https://bringitoncleaner.com,shopify,72,True,0,5,,14342,storeleads,,
hepafiltersales.com,https://hepafiltersales.com,shopify,72,True,0,5,,14342,storeleads,,
lastwave.com,https://lastwave.com,shopify,72,True,0,5,,14337,storeleads,,
www.scrollfactory.com,https://www.scrollfactory.com,shopify,72,True,0,5,,14337,storeleads,,
www.fowers.games,https://www.fowers.games,shopify,72,True,0,5,,14337,storeleads,,
couplehoodies.com,https://couplehoodies.com,shopify,72,True,0,5,,14337,storeleads,,
cammenga.com,https://cammenga.com,shopify,72,True,0,5,,14337,storeleads,,
originalsprout.com,https://originalsprout.com,shopify,72,True,0,5,,14337,storeleads,,
lukestoyfactory.com,https://lukestoyfactory.com,shopify,72,True,0,5,,14337,storeleads,,
www.hudsonpecan.com,https://www.hudsonpecan.com,shopify,72,True,0,5,,14337,storeleads,,
lejean.com,https://lejean.com,shopify,72,True,0,5,,14337,storeleads,,
davidsbeetles.com,https://davidsbeetles.com,shopify,72,True,0,5,,14337,storeleads,,
www.twin-tribes.com,https://www.twin-tribes.com,shopify,72,True,0,5,,14331,storeleads,,
isawitinmn.com,https://isawitinmn.com,shopify,72,True,0,5,,14331,storeleads,,
vipstore.bucks.com,https://vipstore.bucks.com,shopify,72,True,0,5,,14331,storeleads,,
ensleyreign.com,https://ensleyreign.com,shopify,72,True,0,5,,14331,storeleads,,
pourlesfemmes.com,https://pourlesfemmes.com,shopify,72,True,0,5,,14331,storeleads,,
www.biolight.shop,https://www.biolight.shop,shopify,72,True,0,5,,14331,storeleads,,
www.omiana.com,https://www.omiana.com,shopify,72,True,0,5,,14326,storeleads,,
vintagemenuart.com,https://vintagemenuart.com,shopify,72,True,0,5,,14326,storeleads,,
huladaddy.com,https://huladaddy.com,shopify,72,True,0,5,,14326,storeleads,,
lightingandbulbsunlimited.com,https://lightingandbulbsunlimited.com,shopify,72,True,0,5,,14326,storeleads,,
www.heybear.com,https://www.heybear.com,shopify,72,True,0,5,,14326,storeleads,,
www.brooklynkura.com,https://www.brooklynkura.com,shopify,72,True,0,5,,14326,storeleads,,
ruggedoutfitters.com,https://ruggedoutfitters.com,shopify,72,True,0,5,,14326,storeleads,,
thenaturalsleepstore.com,https://thenaturalsleepstore.com,shopify,72,True,0,5,,14326,storeleads,,
www.tanaethiopiancuisine.com,https://www.tanaethiopiancuisine.com,shopify,72,True,0,5,,14326,storeleads,,
proteinbakery.com,https://proteinbakery.com,shopify,72,True,0,5,,14326,storeleads,,
www.gracefullymadejewelry.com,https://www.gracefullymadejewelry.com,shopify,72,True,0,5,,14326,storeleads,,
shop.funlearningforkids.com,https://shop.funlearningforkids.com,shopify,72,True,0,5,,14326,storeleads,,
riceburrito.com,https://riceburrito.com,shopify,72,True,0,5,,14321,storeleads,,
store.markknopfler.com,https://store.markknopfler.com,shopify,72,True,0,5,,14321,storeleads,,
tooelevetclinic.com,https://tooelevetclinic.com,shopify,72,True,0,5,,14321,storeleads,,
tppwarranty.cenex.com,https://tppwarranty.cenex.com,shopify,72,True,0,5,,14321,storeleads,,
anuketluxury.com,https://anuketluxury.com,shopify,72,True,0,5,,14321,storeleads,,
titanstraps.com,https://titanstraps.com,shopify,72,True,0,5,,14321,storeleads,,
aliendildo.com,https://aliendildo.com,shopify,72,True,0,5,,14321,storeleads,,
www.greekmarket.com,https://www.greekmarket.com,shopify,72,True,0,5,,14321,storeleads,,
kicksboomin.com,https://kicksboomin.com,shopify,72,True,0,5,,14321,storeleads,,
pricklee.com,https://pricklee.com,shopify,72,True,0,5,,14316,storeleads,,
thejeopardystore.com,https://thejeopardystore.com,shopify,72,True,0,5,,14316,storeleads,,
californiachestnuts.com,https://californiachestnuts.com,shopify,72,True,0,5,,14316,storeleads,,
enterade.com,https://enterade.com,shopify,72,True,0,5,,14316,storeleads,,
puzzlingpursuits.com,https://puzzlingpursuits.com,shopify,72,True,0,5,,14316,storeleads,,
birminghamjewelry.com,https://birminghamjewelry.com,shopify,72,True,0,5,,14316,storeleads,,
rainetacticalgear.com,https://rainetacticalgear.com,shopify,72,True,0,5,,14316,storeleads,,
shop.riverviewtheater.com,https://shop.riverviewtheater.com,shopify,72,True,0,5,,14316,storeleads,,
shop.minnesotayachtclubfestival.com,https://shop.minnesotayachtclubfestival.com,shopify,72,True,0,5,,14316,storeleads,,
classwallet.elephantlearning.com,https://classwallet.elephantlearning.com,shopify,72,True,0,5,,14316,storeleads,,
riverbridgeresale.com,https://riverbridgeresale.com,shopify,72,True,0,5,,14316,storeleads,,
shop.lajolla.com,https://shop.lajolla.com,shopify,72,True,0,5,,14316,storeleads,,
himiwaybike.de,https://himiwaybike.de,shopify,72,True,0,5,,14310,storeleads,,
heritagesart.com,https://heritagesart.com,shopify,72,True,0,5,,14310,storeleads,,
au.bathmatedirect.com,https://au.bathmatedirect.com,shopify,72,True,0,5,,14310,storeleads,,
store.therevivalists.com,https://store.therevivalists.com,shopify,72,True,0,5,,14310,storeleads,,
checkout.karmaandluck.com,https://checkout.karmaandluck.com,shopify,72,True,0,5,,14310,storeleads,,
narrowgateleather.com,https://narrowgateleather.com,shopify,72,True,0,5,,14310,storeleads,,
www.zwaveoutlet.com,https://www.zwaveoutlet.com,shopify,72,True,0,5,,14310,storeleads,,
upcoffeeroasters.com,https://upcoffeeroasters.com,shopify,72,True,0,5,,14310,storeleads,,
rollingreens.com,https://rollingreens.com,shopify,72,True,0,5,,14305,storeleads,,
themagnetbaron.com,https://themagnetbaron.com,shopify,72,True,0,5,,14305,storeleads,,
www.theampalcreative.com,https://www.theampalcreative.com,shopify,72,True,0,5,,14305,storeleads,,
pinfinityar.com,https://pinfinityar.com,shopify,72,True,0,5,,14305,storeleads,,
ballytotalfitness.com,https://ballytotalfitness.com,shopify,72,True,0,5,,14305,storeleads,,
cusackmeats.com,https://cusackmeats.com,shopify,72,True,0,5,,14305,storeleads,,
rentacrate.com,https://rentacrate.com,shopify,72,True,0,5,,14305,storeleads,,
www.cvfab.com,https://www.cvfab.com,shopify,72,True,0,5,,14305,storeleads,,
www.savageutv.com,https://www.savageutv.com,shopify,72,True,0,5,,14305,storeleads,,
www.jeanpierreklifa.com,https://www.jeanpierreklifa.com,shopify,72,True,0,5,,14305,storeleads,,
ablyapparel.com,https://ablyapparel.com,shopify,72,True,0,5,,14305,storeleads,,
mysteryknivesbox.com,https://mysteryknivesbox.com,shopify,72,True,0,5,,14305,storeleads,,
cookiecutterlady.com,https://cookiecutterlady.com,shopify,72,True,0,5,,14305,storeleads,,
thevideogamecavern.com,https://thevideogamecavern.com,shopify,72,True,0,5,,14305,storeleads,,
